0610009B22Rik	1	chr11	-	51685386	51688874	51686092,	51688690,
Sycp2	1	chr2	-	178345293	178407685	178346407,178347479,178347654,178347834,178348321,178348515,178350127,178350986,178351672,178352637,178355122,178356638,178358271,178358746,178360468,178362991,178363471,178364755,178364906,178368510,178369395,178374773,178375044,178377699,178378089,178379548,178380953,178381964,178382407,178383614,178389513,178391786,178392388,178394028,178394258,178394983,178395306,178395923,178401645,178402014,178402842,178403801,178404706,	178347423,178347573,178347776,178348222,178348421,178350018,178350831,178351582,178352452,178354917,178356440,178358095,178358709,178360306,178362940,178363416,178364698,178364842,178368474,178369268,178374355,178374914,178377639,178378020,178379400,178380854,178381839,178382333,178383466,178389453,178391691,178392343,178393976,178394116,178394949,178395221,178395838,178401621,178401910,178402714,178403658,178404648,178407547,
Sycp2l	1	chr13	+	41114307	41174351	41114427,41118148,41118353,41123527,41124045,41129511,41129861,41133988,41135214,41137950,41138712,41141800,41141965,41143593,41146119,41146673,41148851,41149013,41150526,41152834,41153480,41155645,41157517,41163145,41163363,41171545,41172747,41173912,	41118011,41118234,41123423,41124021,41129426,41129773,41133954,41135072,41137898,41138667,41141708,41141905,41143448,41146026,41146555,41148794,41148935,41150478,41152690,41153431,41155519,41157434,41163072,41163294,41171471,41172644,41173815,41174198,
Sycp3	1	chr10	+	88459569	88473235	88459712,88462603,88463426,88463870,88466556,88467382,88469644,88472780,	88462461,88463363,88463836,88466439,88467283,88469546,88472676,88472905,
Syde1	1	chr10	-	78584503	78591964	78585911,78586315,78587119,78587457,78588921,78589745,78590243,	78586090,78586959,78587331,78588707,78589101,78589902,78591802,
Syde2	1	chr3	+	145987870	146021720	145989169,145999110,146002413,146007142,146014439,146015827,	145998466,146001323,146007016,146014258,146015596,146019803,
Syf2	0	chr4	+	134930898	134937548	134931018,134931284,134934581,134935049,134935464,134936081,	134931180,134934456,134934932,134935374,134935983,134936840,
Syk	1	chr13	+	52583173	52648792	52583605,52611252,52612455,52620939,52622761,52623276,52624776,52631744,52633065,52638247,52640794,52642005,52643152,	52610796,52612295,52620801,52622680,52623245,52624708,52631657,52632888,52638038,52640605,52641865,52643040,52645723,
Sympk	0	chr7	+	19024377	19054617	19024506,19028987,19029180,19030596,19030752,19034533,19036075,19036832,19038099,19040244,19040692,19042782,19043575,19045170,19045713,19045961,19046902,19047610,19048557,19048940,19049470,19050039,19052554,19053446,19053642,19054298,	19028864,19029115,19030543,19030679,19034407,19035826,19036662,19037860,19040090,19040542,19042578,19043425,19044935,19045632,19045848,19046755,19047450,19048449,19048840,19049380,19049938,19052367,19053270,19053547,19053915,19054389,
Syn1	1	chrX	-	20860515	20920918	20861609,20863090,20863270,20863730,20864863,20865029,20865261,20865908,20907166,20908107,20909428,20909582,	20862499,20863183,20863584,20864761,20864955,20865119,20865846,20907077,20907951,20909337,20909525,20920413,
Syn2	1	chr6	+	115134917	115282006	115135460,115236071,115237346,115239515,115244235,115254225,115254732,115261729,115262624,115263981,115274256,115278353,	115236014,115237255,115239359,115244146,115254163,115254590,115261655,115262522,115263832,115274196,115278101,115281088,
Synb	1	chr14	-	69289344	69294299	69292957,69293305,	69293109,69294056,
Sync	0	chr4	+	129287617	129308559	129287788,129294376,129306466,129306704,	129293227,129306342,129306628,129308042,
Syncrip	1	chr9	-	88447009	88482559	88454295,88456729,88461791,88462385,88463160,88464783,88476965,88477187,88479678,88479912,88480765,	88456363,88461670,88462236,88462955,88464648,88476789,88477074,88479571,88479794,88480606,88482056,
Syndig1	1	chr2	+	149830788	150004392	149830925,149899975,149931042,	149899418,149930905,150003177,
Syndig1l	1	chr12	-	84677277	84698831	84678875,84679166,84680852,	84679026,84680375,84698526,
Syne3	1	chr12	-	104932028	104998677	104932371,104939620,104940755,104943463,104945210,104946738,104947053,104953120,104954306,104955709,104958128,104959530,104961673,104963332,104968191,104969373,104975895,104997602,	104939582,104940606,104943305,104945081,104946566,104946892,104952986,104954163,104955527,104957954,104959397,104961326,104963171,104967882,104969201,104975738,104997471,104998532,
Syne4	0	chr7	+	30314816	30319046	30315086,30315400,30316373,30316767,30317091,30318042,30318731,	30315262,30316230,30316573,30316843,30317968,30318673,30318824,
Syngap1	1	chr17	+	26941253	26972434	26941518,26944754,26946738,26952653,26953151,26955081,26955371,26957606,26957877,26958221,26959845,26960133,26960521,26961110,26962498,26963087,26965038,26966973,	26944633,26946633,26952562,26953030,26954928,26955273,26956983,26957733,26958077,26959609,26959932,26960343,26961069,26961436,26962914,26964827,26966883,26970499,
Syngr1	1	chr15	+	80091344	80119501	80091492,80110681,80111744,	80110444,80111599,80115855,
Syngr2	1	chr11	+	117809668	117814283	117809803,117812696,117813185,	117812459,117813046,117813278,
Syngr3	1	chr17	-	24685092	24689955	24686440,24686661,24687740,	24686519,24687503,24689721,
Syngr4	1	chr7	-	45886845	45896714	45887125,45887506,45888849,45895891,	45887367,45888612,45895691,45896608,
Synj1	1	chr16	-	90936092	91011308	90939034,90944575,90944907,90946862,90947053,90948113,90949737,90950485,90952009,90955471,90957672,90960459,90960677,90961530,90963976,90964405,90964645,90967384,90969374,90971587,90974066,90976751,90978770,90979920,90981045,90981869,90987423,90988367,90991647,90994027,91010169,	90944355,90944799,90946792,90947015,90948066,90949699,90950351,90951800,90955309,90957594,90960244,90960560,90961374,90963818,90964213,90964505,90967300,90969183,90971564,90973910,90976599,90978689,90979751,90980949,90981808,90987340,90988142,90991380,90993941,91010024,91011093,
Synj2	1	chr17	+	5975641	6044290	5975881,5986242,5990361,5996961,6003160,6005419,6008110,6009813,6010545,6010825,6013699,6016347,6017627,6019478,6022257,6023815,6025101,6026374,6026555,6027315,6028586,6029834,6032809,6033923,6035559,	5985972,5990136,5996878,6003099,6005323,6007938,6009732,6010396,6010660,6013508,6016266,6017487,6019286,6022099,6023659,6024984,6026156,6026477,6027147,6028419,6029700,6032697,6033815,6035411,6043954,
Synj2bp	1	chr12	-	81497941	81532911	81502166,81504639,81510965,	81504544,81510829,81532716,
Synm	1	chr7	-	67730160	67759693	67736906,67739175,67751928,	67739105,67751804,67758819,
Synpo	1	chr18	-	60593982	60624573	60596488,60604490,	60602113,60624489,
Synpo2	1	chr3	-	123076519	123236096	123080258,123114626,123117737,123121270,	123112432,123116956,123121119,123235903,
Synpo2l	1	chr14	-	20659418	20668354	20662465,20666258,20666799,	20665744,20666648,20668091,
Synrg	0	chr11	+	83964428	84044578	83964546,83971592,83977201,83979050,83981522,83982307,83987990,83989876,83990943,83994462,84001970,84002235,84009550,84019953,84023424,84024331,84025091,84026766,84039321,	83971552,83977083,83978920,83981417,83982196,83987913,83989680,83990695,83994329,84001858,84002173,84008618,84019591,84023261,84024278,84024995,84026618,84039211,84040797,
Syp	1	chrX	+	7638471	7653256	7638728,7639923,7641221,7644299,7645199,7648887,	7639858,7641097,7644101,7645008,7648557,7651837,
Sypl	1	chr12	+	32953891	32979860	32954018,32954359,32965500,32967743,32974319,	32954288,32965373,32967536,32974128,32975590,
Sypl2	1	chr3	-	108211472	108226648	108214682,108216768,108217789,108219165,108226197,	108216577,108217588,108219041,108226123,108226364,
Sys1	1	chr2	+	164456976	164465512	164457029,164458097,164461120,164461529,164463368,	164457969,164460763,164461293,164463301,164464358,
Syt10	1	chr15	-	89782393	89841860	89782646,89787160,89790943,89792704,89814630,89827177,	89787031,89790772,89792584,89814063,89826820,89841619,
Syt11	1	chr3	-	88744700	88775164	88748010,88748902,88762549,88772990,	88748779,88761726,88772291,88775104,
Syt12	1	chr19	-	4445908	4477447	4447860,4451062,4452397,4453980,4456887,4460810,4467963,	4450929,4452277,4453765,4456495,4460617,4467907,4476935,
Syt13	1	chr2	+	92915098	92956058	92915369,92940978,92943186,92946215,92951431,	92940753,92943052,92945914,92951302,92953363,
Syt14	1	chr1	-	192891233	193035775	192897620,192901941,192930927,192933385,192980561,192986882,193027017,	192901752,192930478,192933114,192980346,192986718,193026970,193035623,
Syt15	1	chr14	+	34220047	34230420	34220180,34221188,34221841,34223139,34225078,34226133,34227181,	34220993,34221699,34222844,34224908,34226013,34227002,34228039,
Syt17	1	chr7	-	118380717	118443560	118382052,118408180,118410044,118434452,118436971,118442496,118443136,	118408025,118409924,118433833,118436823,118442348,118443119,118443346,
Syt2	1	chr1	+	134646681	134749417	134646835,134663998,134741038,134741976,134743629,134744127,134744551,134745847,134746887,	134663790,134740835,134741810,134743510,134743960,134744384,134745730,134746754,134747475,
Syt3	1	chr7	+	44384154	44400187	44384176,44384949,44386121,44391024,44392771,44393567,44395530,44395810,44396035,44399153,	44384806,44385929,44390496,44392399,44393349,44395410,44395639,44395903,44399086,44399536,
Syt4	1	chr18	-	31437808	31447406	31440490,31441713,31444265,	31441593,31443451,31447134,
Syt5	1	chr7	-	4539765	4546567	4540298,4541213,4541944,4542358,4542890,4543137,4545752,	4541080,4541827,4542191,4542723,4543018,4545580,4546233,
Syt6	1	chr3	+	103575281	103635179	103575540,103585690,103587794,103620906,103625668,103627132,103630969,	103585342,103587233,103620786,103625497,103626982,103630902,103632447,
Syt7	1	chr19	+	10389090	10448444	10389513,10413443,10418042,10435685,10439422,10442997,10443491,10444184,	10413340,10417963,10435550,10439152,10442828,10443377,10443985,10448340,
Syt8	1	chr7	+	142434977	142440396	142435092,142438273,142438544,142438992,142439280,142439521,142439765,142439984,	142438070,142438357,142438894,142439122,142439354,142439660,142439851,142440068,
Syt9	1	chr7	+	107370790	107548656	107371147,107425398,107436821,107502213,107504333,107506618,	107425047,107436275,107502093,107504162,107506489,107546520,
Sytl1	1	chr4	-	133253090	133263113	133253308,133253660,133255632,133255812,133256200,133256584,133257031,133257249,133257511,133257821,133258906,133259057,133259436,133261081,	133253455,133255533,133255734,133256042,133256488,133256865,133257136,133257417,133257734,133258861,133258982,133259288,133260853,133262987,
Sytl2	1	chr7	+	90348699	90410439	90348892,90358284,90360177,90371538,90372941,90376192,90383182,90385144,90387556,90388915,90392453,90395282,90396643,90399286,90401568,90403109,90407010,90408561,	90358133,90360045,90371457,90372827,90375389,90379502,90385043,90387503,90388868,90392359,90395163,90396474,90399184,90401398,90403031,90406911,90408356,90409402,
Sytl3	1	chr17	+	6659093	6737836	6659266,6673995,6676430,6687326,6699704,6701304,6702958,6706018,6709231,6715562,6728341,6733122,6734571,6735474,6736616,	6673461,6676212,6687262,6699653,6701238,6702880,6705894,6709097,6715384,6728239,6732952,6734466,6735378,6736411,6737727,
Sytl4	1	chrX	-	133936385	133981812	133938050,133940531,133941341,133943668,133947898,133948793,133949225,133950367,133951214,133951417,133951824,133952368,133960772,133961118,133961898,133962297,	133940323,133941242,133943560,133947737,133948691,133949047,133950272,133951111,133951327,133951749,133952267,133960667,133961009,133961683,133962125,133981662,
Sytl5	1	chrX	+	9885622	9994543	9885779,9905727,9914018,9915614,9932867,9943181,9948941,9951684,9956448,9957249,9960192,9961832,9963752,9986904,9988686,9993097,	9905518,9913903,9915506,9932733,9943040,9948812,9951578,9956359,9957184,9960014,9961733,9963591,9986796,9988551,9992889,9994401,
Syvn1	1	chr19	+	6046576	6053712	6047128,6048065,6048367,6048607,6048743,6049253,6049897,6050091,6050235,6050441,6050685,6051069,6051310,6051579,6052479,	6047917,6048275,6048455,6048695,6049150,6049771,6049992,6050170,6050325,6050522,6050941,6051155,6051393,6052328,6052548,
Szrd1	0	chr4	-	141113001	141139766	141115864,141118781,141120373,	141118527,141120324,141139692,
Szt2	0	chr4	-	118362743	118409273	118363471,118363684,118364718,118365245,118365471,118365781,118366315,118369254,118369424,118369708,118372019,118372247,118372409,118372784,118373131,118373304,118373555,118373876,118374056,118374339,118375124,118375625,118375893,118376127,118376497,118376721,118377775,118377972,118378168,118378400,118380296,118381453,118382785,118383029,118383234,118383478,118383990,118384244,118384579,118384836,118385307,118385490,118385702,118385996,118386990,118387219,118387655,118387907,118388140,118388402,118388714,118389036,118389248,118389541,118389869,118390136,118390697,118390988,118391290,118391552,118391859,118392685,118393048,118393616,118394030,118397719,118398255,118399162,118402573,118402994,118405551,	118363616,118364602,118364840,118365349,118365628,118366102,118369180,118369344,118369618,118371820,118372122,118372330,118372517,118372955,118373204,118373425,118373744,118373959,118374173,118374991,118375458,118375729,118376043,118376333,118376603,118377664,118377867,118378066,118378248,118380167,118381354,118382584,118382958,118383147,118383311,118383805,118384181,118384472,118384695,118385014,118385412,118385610,118385855,118386744,118387104,118387451,118387743,118388017,118388308,118388544,118388923,118389134,118389373,118389775,118390058,118390482,118390774,118391176,118391400,118391717,118392556,118392814,118393446,118393820,118397613,118398114,118399031,118402403,118402821,118405426,118409163,
T	1	chr17	+	8434423	8442496	8434736,8435455,8436245,8437039,8437211,8438789,8440039,	8435191,8436111,8436978,8437150,8438616,8439910,8441593,
T2	0	chr17	+	8372396	8422728	8372503,8389410,8391042,8392311,8396874,8411901,8413157,8417241,8418220,8421722,	8389336,8390904,8392211,8396761,8411818,8413051,8417181,8417994,8421608,8422105,
Taar2	1	chr10	+	23938572	23941583	23938595,	23940588,
Tab1	1	chr15	+	80133127	80161707	80133188,80148363,80148840,80149868,80150565,80152778,80153743,80155901,80157826,80158907,	80148227,80148687,80149782,80150427,80152665,80153632,80155757,80157604,80158751,80160074,
Tab2	1	chr10	-	7905653	7956230	7907577,7910127,7911182,7911548,7920614,7924872,	7910047,7911089,7911388,7919114,7924685,7955801,
Tab3	1	chrX	+	85574022	85634469	85574165,85575610,85609584,85615429,85616534,85621647,85624425,85628261,	85575550,85609390,85613971,85616374,85621554,85624342,85628160,85630406,
Tac1	0	chr6	+	7554879	7562977	7555161,7555736,7556780,7557260,7557743,7559152,	7555605,7556684,7557216,7557720,7559099,7562383,
Tac2	0	chr10	+	127724478	127731767	127724680,127725465,127726133,127728276,127728476,127729167,127729549,	127725423,127726011,127728171,127728447,127729114,127729476,127731549,
Tac4	0	chr11	+	95261529	95269265	95261819,95265308,95267428,	95265215,95267369,95268460,
Tacc1	1	chr8	-	25182522	25240863	25182930,	25240794,
Tacc2	1	chr7	+	130577484	130764708	130577516,130601937,130626841,130663141,130674739,130716839,130729828,130731566,130733566,130735228,130739873,130740955,130742301,130743684,130744616,130751333,130751910,130753661,130759325,130759640,130760035,	130601837,130621721,130663016,130674602,130716703,130728523,130731531,130733506,130734949,130739812,130740840,130742130,130743544,130744527,130751190,130751834,130753618,130759165,130759534,130759915,130764254,
Tacc3	1	chr5	+	33658128	33678995	33658727,33661384,33661645,33663902,33664855,33666745,33667167,33668053,33668235,33668738,33668861,33669647,33671510,33671785,33672076,	33661222,33661521,33663821,33664267,33666693,33667064,33667963,33668134,33668662,33668818,33669478,33671404,33671665,33671982,33678620,
